insertId,labels.protocol,labels.request_id,labels.type,logName,receiveTimestamp,resource.labels.project_id,resource.type,severity,textPayload,timestamp,trace
ujdf4rg3h891c6,V2,c2d2008e-95cc-480f-9e30-8e45b6f00926-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:31:03.505460810Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""c2d2008e-95cc-480f-9e30-8e45b6f00926-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:31:03.489834Z""
result {
  source: ""agent""
  resolved_query: ""javascript é superior""
  action: ""input.unknown""
  score: 1.0
  parameters {
  }
  contexts {
    name: ""__system_counters__""
    lifespan: 1
    parameters {
      fields {
        key: ""no-input""
        value {
          number_value: 0.0
        }
      }
      fields {
        key: ""no-match""
        value {
          number_value: 1.0
        }
      }
    }
  }
  metadata {
    intent_id: ""6d13b5e2-f84d-44dd-8fa2-62ad905fd7fb""
    intent_name: ""Default Fallback Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""true""
  }
  fulfillment {
    speech: ""Infelizmente, não captei o que deseja.""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""Infelizmente, não captei o que deseja.""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:31:03.493291Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
ujdf4rg3h891c5,V2,c2d2008e-95cc-480f-9e30-8e45b6f00926-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:31:03.505460810Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""javascript é superior\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:31:03.459Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1v5epjzg1fkxu06,V2,013de88b-e521-41b6-9407-d00fb9c87c9c-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:30:01.882130261Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""013de88b-e521-41b6-9407-d00fb9c87c9c-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:30:01.866084Z""
result {
  source: ""agent""
  resolved_query: ""conta uma piada""
  score: 1.0
  parameters {
  }
  metadata {
    intent_id: ""f2e0f3f7-919e-4ee0-bd14-bf0ac4374432""
    intent_name: ""Piada Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""Quantos programadores são necessários para trocar uma lâmpada?\nNenhum, isso é problema de Hardware""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""Quantos programadores são necessários para trocar uma lâmpada?\nNenhum, isso é problema de Hardware""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:30:01.870109Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1v5epjzg1fkxu05,V2,013de88b-e521-41b6-9407-d00fb9c87c9c-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:30:01.882130261Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""conta uma piada\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:30:01.853Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1sdfe6cg336q5yq,V2,28b0ac09-1da1-42af-8606-af9f85c47543-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:29:57.985939113Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""28b0ac09-1da1-42af-8606-af9f85c47543-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:29:57.974855Z""
result {
  source: ""agent""
  resolved_query: ""conta uma piada""
  score: 1.0
  parameters {
  }
  metadata {
    intent_id: ""f2e0f3f7-919e-4ee0-bd14-bf0ac4374432""
    intent_name: ""Piada Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""Qual linguagem de programação o Han Solo detesta?\nJabbaScript""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""Qual linguagem de programação o Han Solo detesta?\nJabbaScript""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:29:57.978559Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1sdfe6cg336q5yp,V2,28b0ac09-1da1-42af-8606-af9f85c47543-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:29:57.985939113Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""conta uma piada\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:29:57.960Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1js1ebog36xest5,V2,9e4d08a1-8166-40ef-a4a4-5979cedf5c15-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:29:54.344044826Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""9e4d08a1-8166-40ef-a4a4-5979cedf5c15-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:29:54.332757Z""
result {
  source: ""agent""
  resolved_query: ""conta uma piada""
  score: 1.0
  parameters {
  }
  metadata {
    intent_id: ""f2e0f3f7-919e-4ee0-bd14-bf0ac4374432""
    intent_name: ""Piada Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""Qual linguagem de programação o Han Solo detesta?\nJabbaScript""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""Qual linguagem de programação o Han Solo detesta?\nJabbaScript""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:29:54.335576Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1js1ebog36xest4,V2,9e4d08a1-8166-40ef-a4a4-5979cedf5c15-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:29:54.344044826Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""conta uma piada\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:29:54.313Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
120vhv8g3gfw4ou,V2,5eaa3512-9d14-44eb-b64f-4dd1bb84eccd-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:29:50.454002726Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""5eaa3512-9d14-44eb-b64f-4dd1bb84eccd-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:29:50.441974Z""
result {
  source: ""agent""
  resolved_query: ""conta uma piada""
  score: 1.0
  parameters {
  }
  metadata {
    intent_id: ""f2e0f3f7-919e-4ee0-bd14-bf0ac4374432""
    intent_name: ""Piada Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""int x=10; int y=10; return x+y; // Qual o nome do filme?\nO Código dá Vinte""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""int x=10; int y=10; return x+y; // Qual o nome do filme?\nO Código dá Vinte""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:29:50.447556Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
120vhv8g3gfw4ot,V2,5eaa3512-9d14-44eb-b64f-4dd1bb84eccd-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:29:50.454002726Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""conta uma piada\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:29:50.422Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
slapdcg3gdany7,V2,13ef8dbb-3067-49c0-b15c-79bc33899461-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:29:45.321911189Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""13ef8dbb-3067-49c0-b15c-79bc33899461-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:29:45.304869Z""
result {
  source: ""agent""
  resolved_query: ""conta uma piada""
  score: 1.0
  parameters {
  }
  metadata {
    intent_id: ""f2e0f3f7-919e-4ee0-bd14-bf0ac4374432""
    intent_name: ""Piada Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""int x=10; int y=10; return x+y; // Qual o nome do filme?\nO Código dá Vinte""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""int x=10; int y=10; return x+y; // Qual o nome do filme?\nO Código dá Vinte""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:29:45.309197Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
slapdcg3gdany3,V2,13ef8dbb-3067-49c0-b15c-79bc33899461-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:29:45.321911189Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""conta uma piada\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:29:45.282Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
102u6jvg385ug71,V2,23defa66-501d-49ef-bd4c-2a320caf6fca-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:29:09.537154308Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""23defa66-501d-49ef-bd4c-2a320caf6fca-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:29:09.525729Z""
result {
  source: ""agent""
  resolved_query: ""Azure""
  score: 0.64942664
  parameters {
    fields {
      key: ""provedor_nuvem""
      value {
        string_value: ""Microsoft Azure""
      }
    }
  }
  metadata {
    intent_id: ""6268f72f-e103-4524-8352-2714224586b2""
    intent_name: ""Provedor Nuvem Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""Legal, também gosto de usar o provedor Microsoft Azure.""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""Legal, também gosto de usar o provedor Microsoft Azure.""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:29:09.529479Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
102u6jvg385ug70,V2,23defa66-501d-49ef-bd4c-2a320caf6fca-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:29:09.537154308Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""Azure\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:29:09.496Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1uljrcgg36wi3zb,V2,0d5e658d-f1df-45bf-a5a5-e9831f109f0c-d74139ee,dialogflow_response,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:29:02.050645851Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Response : id: ""0d5e658d-f1df-45bf-a5a5-e9831f109f0c-d74139ee""
lang: ""pt-br""
session_id: ""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2""
timestamp: ""2021-04-17T12:29:02.036593Z""
result {
  source: ""agent""
  resolved_query: ""sqlserver""
  score: 0.6358485
  parameters {
    fields {
      key: ""banco_dados""
      value {
        string_value: ""SQLServer""
      }
    }
  }
  contexts {
    name: ""esperando_nuvem""
    lifespan: 1
    parameters {
      fields {
        key: ""banco_dados""
        value {
          string_value: ""SQLServer""
        }
      }
      fields {
        key: ""banco_dados.original""
        value {
          string_value: ""sqlserver""
        }
      }
    }
  }
  metadata {
    intent_id: ""9cd308c3-5ad7-4d92-b99c-48ed0fb0441d""
    intent_name: ""Banco de Dados Intent""
    webhook_used: ""false""
    webhook_for_slot_filling_used: ""false""
    is_fallback_intent: ""false""
  }
  fulfillment {
    speech: ""Legal!!! O banco de dados SQLServer é muito utilizado. E qual provedor de núvem você usa?""
    messages {
      lang: ""pt-br""
      type {
        number_value: 0.0
      }
      speech {
        string_value: ""Legal!!! O banco de dados SQLServer é muito utilizado. E qual provedor de núvem você usa?""
      }
    }
  }
}
status {
  code: 200
  error_type: ""success""
}
",2021-04-17T12:29:02.041651Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
1uljrcgg36wi3za,V2,0d5e658d-f1df-45bf-a5a5-e9831f109f0c-d74139ee,dialogflow_request,projects/rpg-chatbot-qaol/logs/dialogflow_agent,2021-04-17T12:29:02.050645851Z,rpg-chatbot-qaol,global,INFO,"Dialogflow Request : {""session"":""webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2"",""query_input"":""{\n  \""text\"": {\n    \""textInputs\"": [{\n      \""text\"": \""sqlserver\""\n    }]\n  }\n}"",""timezone"":""America/Buenos_Aires""}",2021-04-17T12:29:02.004Z,webdemo-8e9e7087-e736-1ce5-1ac6-44439f6b6fd2
